id,user_id,task_id,level,work_target,machine,material_spec,change_factor,goal,created_at
84,3,84,51,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 高精-C-24] 対象工程 L3-24: 高精度加工・レベル51対応,5軸マシニングセンタ（DMG Mori DMU-50）,超硬合金（WC-Co系、HRA 90以上）,高硬度材加工での工具寿命短縮（通常の1/3）,5軸加工での形状精度±0.005mm達成,2024-02-21T00:00:00Z
85,2,85,66,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 高精-C-25] 対象工程 L4-25: 高精度加工・レベル66対応,5軸複合加工機（DMG Mori NTX-2000）,窒化ケイ素セラミックス（Si3N4、高温用途）,複雑形状での工具干渉リスク（5軸加工）,ナノ精度加工の実現（公差±0.001mm）,2024-02-23T00:00:00Z
86,17,86,22,[職務カテゴリ: 切削・初品確認 / 分類コード: 高精-C-26] 対象工程 L2-26: 高精度加工・レベル22対応,研削盤（Toyoda GE4P）,AISI 4340鋼材（高強度グレード、HRC 30-35）,季節変動による熱変位（室温±5℃変化）,熱変位補正による精度安定化（±0.005mm）,2024-02-23T00:00:00Z
87,19,87,47,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 高精-C-27] 対象工程 L3-27: 高精度加工・レベル47対応,CNC研削盤（Studer S33）,炭素繊維強化プラスチック（CFRP、積層構造）,多軸同時加工での振動発生（固有振動数励起）,微細形状の寸法精度±0.002mm確保,2024-02-23T00:00:00Z
88,13,88,77,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 高精-C-28] 対象工程 L4-28: 高精度加工・レベル77対応,ワイヤー放電加工機（Sodick AQ327L）,形状記憶合金（Ni-Ti系、医療機器用）,複雑形状での工具干渉リスク（5軸加工）,ナノ精度加工の実現（公差±0.001mm）,2024-02-25T00:00:00Z
89,1,89,31,[職務カテゴリ: 工具管理・最適化 / 分類コード: 高精-C-29] 対象工程 L2-29: 高精度加工・レベル31対応,マシニングセンタ（DMG Mori NVX-5000）,Ti-6Al-4Vチタン合金（航空機用）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-02-25T00:00:00Z
90,13,90,34,[職務カテゴリ: 測定・検査技術 / 分類コード: 高精-C-30] 対象工程 L2-30: 高精度加工・レベル34対応,マシニングセンタ（DMG Mori NVX-5000）,NAK80プリハードン鋼（HRC 37-43）,工具摩耗進行による寸法変動（500個加工後）,サイクルタイム20%短縮、品質維持,2024-02-25T00:00:00Z
91,3,91,89,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 切削-D-01] 対象工程 L5-1: 切削理論・レベル89対応,レーザー加工機（Trumpf TruLaser 5030）,ナノ結晶材料（粒径50nm以下、超高強度）,極限環境での加工条件最適化（真空中・極低温）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-02-25T00:00:00Z
92,19,92,48,[職務カテゴリ: 切削・初品確認 / 分類コード: 切削-D-02] 対象工程 L3-2: 切削理論・レベル48対応,CNC研削盤（Studer S33）,Inconel 718耐熱合金（航空機エンジン部品用）,微細形状加工での工具たわみ（径0.5mm以下）,微細形状の寸法精度±0.002mm確保,2024-02-25T00:00:00Z
93,15,93,16,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 切削-D-03] 対象工程 L1-3: 切削理論・レベル16対応,汎用フライス盤（Mori Seiki NH-4000）,SUS304ステンレス鋼（汎用）,加工開始後の寸法ばらつき発生,寸法公差±0.02mm以内、バリ発生抑制,2024-02-25T00:00:00Z
94,2,94,48,[職務カテゴリ: 測定・検査技術 / 分類コード: 切削-D-04] 対象工程 L3-4: 切削理論・レベル48対応,複合加工機（Mazak Integrex i-200）,超硬合金（WC-Co系、HRA 90以上）,高硬度材加工での工具寿命短縮（通常の1/3）,微細形状の寸法精度±0.002mm確保,2024-02-26T00:00:00Z
95,6,95,43,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 切削-D-05] 対象工程 L3-5: 切削理論・レベル43対応,複合加工機（Mazak Integrex i-200）,炭素繊維強化プラスチック（CFRP、積層構造）,多軸同時加工での振動発生（固有振動数励起）,微細形状の寸法精度±0.002mm確保,2024-02-26T00:00:00Z
96,19,96,85,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 切削-D-06] 対象工程 L5-6: 切削理論・レベル85対応,超高速マシニングセンタ（Makino D500）,傾斜機能材料（FGM、熱遮蔽コーティング用）,極限環境での加工条件最適化（真空中・極低温）,新材料加工プロセスの確立と標準化,2024-02-26T00:00:00Z
97,6,97,29,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 切削-D-07] 対象工程 L2-7: 切削理論・レベル29対応,研削盤（Toyoda GE4P）,AISI 4340鋼材（高強度グレード、HRC 30-35）,工具摩耗進行による寸法変動（500個加工後）,寸法公差±0.01mm維持、工具寿命30%向上,2024-02-27T00:00:00Z
98,1,98,94,[職務カテゴリ: 切削・初品確認 / 分類コード: 切削-D-08] 対象工程 L5-8: 切削理論・レベル94対応,ナノ精度加工機（Moore Nanotech 350FG）,ナノ結晶材料（粒径50nm以下、超高強度）,新材料の切削データベース不在（実験的加工）,新材料加工プロセスの確立と標準化,2024-02-27T00:00:00Z
99,7,99,90,[職務カテゴリ: 工具管理・最適化 / 分類コード: 切削-D-09] 対象工程 L5-9: 切削理論・レベル90対応,レーザー加工機（Trumpf TruLaser 5030）,ナノ結晶材料（粒径50nm以下、超高強度）,新材料の切削データベース不在（実験的加工）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-02-27T00:00:00Z
100,2,100,3,[職務カテゴリ: 測定・検査技術 / 分類コード: 切削-D-10] 対象工程 L1-10: 切削理論・レベル3対応,汎用フライス盤（Mori Seiki NH-4000）,SUS304ステンレス鋼（汎用）,表面粗さの悪化傾向,寸法公差±0.02mm以内、バリ発生抑制,2024-02-28T00:00:00Z
101,11,101,36,[職務カテゴリ: 測定・検査技術 / 分類コード: 切削-D-11] 対象工程 L2-11: 切削理論・レベル36対応,研削盤（Toyoda GE4P）,Ti-6Al-4Vチタン合金（航空機用）,季節変動による熱変位（室温±5℃変化）,サイクルタイム20%短縮、品質維持,2024-02-28T00:00:00Z
102,4,102,44,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 切削-D-12] 対象工程 L3-12: 切削理論・レベル44対応,複合加工機（Mazak Integrex i-200）,超硬合金（WC-Co系、HRA 90以上）,多軸同時加工での振動発生（固有振動数励起）,5軸加工での形状精度±0.005mm達成,2024-02-28T00:00:00Z
103,2,103,15,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 切削-D-13] 対象工程 L1-13: 切削理論・レベル15対応,汎用フライス盤（Mori Seiki NH-4000）,SUS304ステンレス鋼（汎用）,加工開始後の寸法ばらつき発生,初品寸法公差内維持、不良率5%以下,2024-03-02T00:00:00Z
104,4,104,4,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 切削-D-14] 対象工程 L1-14: 切削理論・レベル4対応,ボール盤（標準型）,AISI 4340鋼材（標準グレード）,加工開始後の寸法ばらつき発生,初品寸法公差内維持、不良率5%以下,2024-03-02T00:00:00Z
105,5,105,48,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 切削-D-15] 対象工程 L3-15: 切削理論・レベル48対応,5軸マシニングセンタ（DMG Mori DMU-50）,超硬合金（WC-Co系、HRA 90以上）,多軸同時加工での振動発生（固有振動数励起）,微細形状の寸法精度±0.002mm確保,2024-03-02T00:00:00Z
106,16,106,27,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 切削-D-16] 対象工程 L2-16: 切削理論・レベル27対応,マシニングセンタ（DMG Mori NVX-5000）,NAK80プリハードン鋼（HRC 37-43）,季節変動による熱変位（室温±5℃変化）,熱変位補正による精度安定化（±0.005mm）,2024-03-05T00:00:00Z
107,15,107,88,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 切削-D-17] 対象工程 L5-17: 切削理論・レベル88対応,レーザー加工機（Trumpf TruLaser 5030）,メタマテリアル複合材（負の屈折率特性）,原子レベルの表面粗さ要求（Ra < 0.01μm）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-03-05T00:00:00Z
108,5,108,58,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 切削-D-18] 対象工程 L3-18: 切削理論・レベル58対応,5軸マシニングセンタ（DMG Mori DMU-50）,超硬合金（WC-Co系、HRA 90以上）,多軸同時加工での振動発生（固有振動数励起）,高硬度材加工での工具寿命確保（200個以上）,2024-03-05T00:00:00Z
109,20,109,46,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 切削-D-19] 対象工程 L3-19: 切削理論・レベル46対応,5軸マシニングセンタ（DMG Mori DMU-50）,超硬合金（WC-Co系、HRA 90以上）,微細形状加工での工具たわみ（径0.5mm以下）,微細形状の寸法精度±0.002mm確保,2024-03-06T00:00:00Z
110,11,110,84,[職務カテゴリ: 工具管理・最適化 / 分類コード: 切削-D-20] 対象工程 L5-20: 切削理論・レベル84対応,レーザー加工機（Trumpf TruLaser 5030）,傾斜機能材料（FGM、熱遮蔽コーティング用）,極限環境での加工条件最適化（真空中・極低温）,新材料加工プロセスの確立と標準化,2024-03-06T00:00:00Z
111,6,111,69,[職務カテゴリ: 工具管理・最適化 / 分類コード: 切削-D-21] 対象工程 L4-21: 切削理論・レベル69対応,ワイヤー放電加工機（Sodick AQ327L）,窒化ケイ素セラミックス（Si3N4、高温用途）,難削材加工での切削温度上昇（800℃超）,複雑5軸加工の無人化運転達成,2024-03-06T00:00:00Z
112,9,112,78,[職務カテゴリ: 切削・初品確認 / 分類コード: 切削-D-22] 対象工程 L4-22: 切削理論・レベル78対応,ワイヤー放電加工機（Sodick AQ327L）,窒化ケイ素セラミックス（Si3N4、高温用途）,ナノレベル精度要求（公差±0.001mm）,ナノ精度加工の実現（公差±0.001mm）,2024-03-08T00:00:00Z
113,11,113,54,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 切削-D-23] 対象工程 L3-23: 切削理論・レベル54対応,5軸マシニングセンタ（DMG Mori DMU-50）,炭素繊維強化プラスチック（CFRP、積層構造）,微細形状加工での工具たわみ（径0.5mm以下）,微細形状の寸法精度±0.002mm確保,2024-03-08T00:00:00Z
114,7,114,23,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 切削-D-24] 対象工程 L2-24: 切削理論・レベル23対応,NC旋盤（Okuma LB-3000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,季節変動による熱変位（室温±5℃変化）,サイクルタイム20%短縮、品質維持,2024-03-08T00:00:00Z
115,15,115,19,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 切削-D-25] 対象工程 L1-25: 切削理論・レベル19対応,NC旋盤（Mazak QT-200）,AISI 4340鋼材（標準グレード）,表面粗さの悪化傾向,寸法公差±0.02mm以内、バリ発生抑制,2024-03-09T00:00:00Z
116,13,116,57,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 切削-D-26] 対象工程 L3-26: 切削理論・レベル57対応,5軸マシニングセンタ（DMG Mori DMU-50）,Inconel 718耐熱合金（航空機エンジン部品用）,多軸同時加工での振動発生（固有振動数励起）,微細形状の寸法精度±0.002mm確保,2024-03-09T00:00:00Z
117,19,117,92,[職務カテゴリ: メンテナンス・トラブル対応 / 分類コード: 切削-D-27] 対象工程 L5-27: 切削理論・レベル92対応,レーザー加工機（Trumpf TruLaser 5030）,ナノ結晶材料（粒径50nm以下、超高強度）,原子レベルの表面粗さ要求（Ra < 0.01μm）,新材料加工プロセスの確立と標準化,2024-03-09T00:00:00Z
118,18,118,86,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 切削-D-28] 対象工程 L5-28: 切削理論・レベル86対応,ナノ精度加工機（Moore Nanotech 350FG）,ナノ結晶材料（粒径50nm以下、超高強度）,極限環境での加工条件最適化（真空中・極低温）,極限環境加工技術の開発と実用化,2024-03-12T00:00:00Z
119,14,119,93,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 切削-D-29] 対象工程 L5-29: 切削理論・レベル93対応,ナノ精度加工機（Moore Nanotech 350FG）,メタマテリアル複合材（負の屈折率特性）,新材料の切削データベース不在（実験的加工）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-03-12T00:00:00Z
120,18,120,23,[職務カテゴリ: 測定・検査技術 / 分類コード: 切削-D-30] 対象工程 L2-30: 切削理論・レベル23対応,マシニングセンタ（DMG Mori NVX-5000）,Ti-6Al-4Vチタン合金（航空機用）,季節変動による熱変位（室温±5℃変化）,サイクルタイム20%短縮、品質維持,2024-03-12T00:00:00Z
121,1,121,89,[職務カテゴリ: 測定・検査技術 / 分類コード: 工具-E-01] 対象工程 L5-1: 工具管理・レベル89対応,レーザー加工機（Trumpf TruLaser 5030）,メタマテリアル複合材（負の屈折率特性）,原子レベルの表面粗さ要求（Ra < 0.01μm）,新材料加工プロセスの確立と標準化,2024-03-12T00:00:00Z
122,20,122,18,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 工具-E-02] 対象工程 L1-2: 工具管理・レベル18対応,ボール盤（標準型）,AISI 4340鋼材（標準グレード）,新規ロット材導入（ロット番号変更）,寸法公差±0.02mm以内、バリ発生抑制,2024-03-12T00:00:00Z
123,15,123,81,[職務カテゴリ: 測定・検査技術 / 分類コード: 工具-E-03] 対象工程 L5-3: 工具管理・レベル81対応,レーザー加工機（Trumpf TruLaser 5030）,傾斜機能材料（FGM、熱遮蔽コーティング用）,新材料の切削データベース不在（実験的加工）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-03-12T00:00:00Z
124,15,124,86,[職務カテゴリ: 切削・初品確認 / 分類コード: 工具-E-04] 対象工程 L5-4: 工具管理・レベル86対応,レーザー加工機（Trumpf TruLaser 5030）,ナノ結晶材料（粒径50nm以下、超高強度）,原子レベルの表面粗さ要求（Ra < 0.01μm）,極限環境加工技術の開発と実用化,2024-03-15T00:00:00Z
125,19,125,9,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 工具-E-05] 対象工程 L1-5: 工具管理・レベル9対応,ボール盤（標準型）,S45C炭素鋼（一般用途）,表面粗さの悪化傾向,寸法公差±0.02mm以内、バリ発生抑制,2024-03-15T00:00:00Z
126,1,126,34,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 工具-E-06] 対象工程 L2-6: 工具管理・レベル34対応,マシニングセンタ（DMG Mori NVX-5000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,複数工程での累積公差の影響,寸法公差±0.01mm維持、工具寿命30%向上,2024-03-15T00:00:00Z
127,11,127,7,[職務カテゴリ: 工具管理・最適化 / 分類コード: 工具-E-07] 対象工程 L1-7: 工具管理・レベル7対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,加工開始後の寸法ばらつき発生,初品寸法公差内維持、不良率5%以下,2024-03-17T00:00:00Z
128,1,128,37,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 工具-E-08] 対象工程 L2-8: 工具管理・レベル37対応,研削盤（Toyoda GE4P）,AISI 4340鋼材（高強度グレード、HRC 30-35）,複数工程での累積公差の影響,寸法公差±0.01mm維持、工具寿命30%向上,2024-03-17T00:00:00Z
129,11,129,93,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 工具-E-09] 対象工程 L5-9: 工具管理・レベル93対応,超高速マシニングセンタ（Makino D500）,メタマテリアル複合材（負の屈折率特性）,新材料の切削データベース不在（実験的加工）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-03-17T00:00:00Z
130,8,130,8,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 工具-E-10] 対象工程 L1-10: 工具管理・レベル8対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,加工開始後の寸法ばらつき発生,Ra 3.2以下達成、外観品質向上,2024-03-19T00:00:00Z
131,7,131,87,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 工具-E-11] 対象工程 L5-11: 工具管理・レベル87対応,レーザー加工機（Trumpf TruLaser 5030）,ナノ結晶材料（粒径50nm以下、超高強度）,新材料の切削データベース不在（実験的加工）,極限環境加工技術の開発と実用化,2024-03-19T00:00:00Z
132,10,132,20,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 工具-E-12] 対象工程 L1-12: 工具管理・レベル20対応,NC旋盤（Mazak QT-200）,S45C炭素鋼（一般用途）,加工開始後の寸法ばらつき発生,寸法公差±0.02mm以内、バリ発生抑制,2024-03-19T00:00:00Z
133,19,133,9,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 工具-E-13] 対象工程 L1-13: 工具管理・レベル9対応,ボール盤（標準型）,SUS304ステンレス鋼（汎用）,表面粗さの悪化傾向,Ra 3.2以下達成、外観品質向上,2024-03-21T00:00:00Z
134,7,134,35,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 工具-E-14] 対象工程 L2-14: 工具管理・レベル35対応,マシニングセンタ（DMG Mori NVX-5000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,複数工程での累積公差の影響,寸法公差±0.01mm維持、工具寿命30%向上,2024-03-21T00:00:00Z
135,17,135,30,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 工具-E-15] 対象工程 L2-15: 工具管理・レベル30対応,研削盤（Toyoda GE4P）,Ti-6Al-4Vチタン合金（航空機用）,季節変動による熱変位（室温±5℃変化）,サイクルタイム20%短縮、品質維持,2024-03-21T00:00:00Z
136,15,136,68,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 工具-E-16] 対象工程 L4-16: 工具管理・レベル68対応,ワイヤー放電加工機（Sodick AQ327L）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,複雑形状での工具干渉リスク（5軸加工）,難削材加工での安定生産確立（工具寿命100個以上）,2024-03-22T00:00:00Z
137,19,137,65,[職務カテゴリ: 工具管理・最適化 / 分類コード: 工具-E-17] 対象工程 L4-17: 工具管理・レベル65対応,ワイヤー放電加工機（Sodick AQ327L）,形状記憶合金（Ni-Ti系、医療機器用）,難削材加工での切削温度上昇（800℃超）,複雑5軸加工の無人化運転達成,2024-03-22T00:00:00Z
138,6,138,43,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 工具-E-18] 対象工程 L3-18: 工具管理・レベル43対応,CNC研削盤（Studer S33）,炭素繊維強化プラスチック（CFRP、積層構造）,高硬度材加工での工具寿命短縮（通常の1/3）,微細形状の寸法精度±0.002mm確保,2024-03-22T00:00:00Z
139,10,139,21,[職務カテゴリ: 工具管理・最適化 / 分類コード: 工具-E-19] 対象工程 L2-19: 工具管理・レベル21対応,マシニングセンタ（DMG Mori NVX-5000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,季節変動による熱変位（室温±5℃変化）,寸法公差±0.01mm維持、工具寿命30%向上,2024-03-24T00:00:00Z
140,11,140,11,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 工具-E-20] 対象工程 L1-20: 工具管理・レベル11対応,NC旋盤（Mazak QT-200）,SUS304ステンレス鋼（汎用）,表面粗さの悪化傾向,Ra 3.2以下達成、外観品質向上,2024-03-24T00:00:00Z
141,15,141,52,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 工具-E-21] 対象工程 L3-21: 工具管理・レベル52対応,複合加工機（Mazak Integrex i-200）,炭素繊維強化プラスチック（CFRP、積層構造）,高硬度材加工での工具寿命短縮（通常の1/3）,5軸加工での形状精度±0.005mm達成,2024-03-24T00:00:00Z
142,6,142,93,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 工具-E-22] 対象工程 L5-22: 工具管理・レベル93対応,レーザー加工機（Trumpf TruLaser 5030）,メタマテリアル複合材（負の屈折率特性）,原子レベルの表面粗さ要求（Ra < 0.01μm）,極限環境加工技術の開発と実用化,2024-03-26T00:00:00Z
143,13,143,68,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 工具-E-23] 対象工程 L4-23: 工具管理・レベル68対応,5軸複合加工機（DMG Mori NTX-2000）,形状記憶合金（Ni-Ti系、医療機器用）,ナノレベル精度要求（公差±0.001mm）,難削材加工での安定生産確立（工具寿命100個以上）,2024-03-26T00:00:00Z
144,5,144,92,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 工具-E-24] 対象工程 L5-24: 工具管理・レベル92対応,超高速マシニングセンタ（Makino D500）,ナノ結晶材料（粒径50nm以下、超高強度）,極限環境での加工条件最適化（真空中・極低温）,新材料加工プロセスの確立と標準化,2024-03-26T00:00:00Z
145,4,145,27,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 工具-E-25] 対象工程 L2-25: 工具管理・レベル27対応,NC旋盤（Okuma LB-3000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,工具摩耗進行による寸法変動（500個加工後）,寸法公差±0.01mm維持、工具寿命30%向上,2024-03-27T00:00:00Z
146,1,146,64,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 工具-E-26] 対象工程 L4-26: 工具管理・レベル64対応,ワイヤー放電加工機（Sodick AQ327L）,窒化ケイ素セラミックス（Si3N4、高温用途）,難削材加工での切削温度上昇（800℃超）,複雑5軸加工の無人化運転達成,2024-03-27T00:00:00Z
147,16,147,91,[職務カテゴリ: 測定・検査技術 / 分類コード: 工具-E-27] 対象工程 L5-27: 工具管理・レベル91対応,超高速マシニングセンタ（Makino D500）,傾斜機能材料（FGM、熱遮蔽コーティング用）,原子レベルの表面粗さ要求（Ra < 0.01μm）,極限環境加工技術の開発と実用化,2024-03-27T00:00:00Z
148,2,148,99,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 工具-E-28] 対象工程 L5-28: 工具管理・レベル99対応,ナノ精度加工機（Moore Nanotech 350FG）,傾斜機能材料（FGM、熱遮蔽コーティング用）,原子レベルの表面粗さ要求（Ra < 0.01μm）,新材料加工プロセスの確立と標準化,2024-03-29T00:00:00Z
149,11,149,31,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 工具-E-29] 対象工程 L2-29: 工具管理・レベル31対応,マシニングセンタ（DMG Mori NVX-5000）,NAK80プリハードン鋼（HRC 37-43）,工具摩耗進行による寸法変動（500個加工後）,サイクルタイム20%短縮、品質維持,2024-03-29T00:00:00Z
150,18,150,32,[職務カテゴリ: 工具管理・最適化 / 分類コード: 工具-E-30] 対象工程 L2-30: 工具管理・レベル32対応,マシニングセンタ（DMG Mori NVX-5000）,Ti-6Al-4Vチタン合金（航空機用）,工具摩耗進行による寸法変動（500個加工後）,サイクルタイム20%短縮、品質維持,2024-03-29T00:00:00Z
151,10,151,1,[職務カテゴリ: 精密加工・品質管理 / 分類コード: 品質-F-01] 対象工程 L1-1: 品質管理・レベル1対応,ボール盤（標準型）,S45C炭素鋼（一般用途）,新規ロット材導入（ロット番号変更）,寸法公差±0.02mm以内、バリ発生抑制,2024-03-29T00:00:00Z
152,17,152,2,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 品質-F-02] 対象工程 L1-2: 品質管理・レベル2対応,ボール盤（標準型）,AISI 4340鋼材（標準グレード）,表面粗さの悪化傾向,初品寸法公差内維持、不良率5%以下,2024-03-29T00:00:00Z
153,5,153,39,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 品質-F-03] 対象工程 L2-3: 品質管理・レベル39対応,マシニングセンタ（DMG Mori NVX-5000）,AISI 4340鋼材（高強度グレード、HRC 30-35）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-03-29T00:00:00Z
154,2,154,84,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-04] 対象工程 L5-4: 品質管理・レベル84対応,レーザー加工機（Trumpf TruLaser 5030）,ナノ結晶材料（粒径50nm以下、超高強度）,原子レベルの表面粗さ要求（Ra < 0.01μm）,新材料加工プロセスの確立と標準化,2024-04-01T00:00:00Z
155,15,155,83,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-05] 対象工程 L5-5: 品質管理・レベル83対応,超高速マシニングセンタ（Makino D500）,メタマテリアル複合材（負の屈折率特性）,原子レベルの表面粗さ要求（Ra < 0.01μm）,原子レベル表面仕上げの安定生産（Ra < 0.01μm）,2024-04-01T00:00:00Z
156,8,156,77,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 品質-F-06] 対象工程 L4-6: 品質管理・レベル77対応,超精密加工機（Makino V33i）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,難削材加工での切削温度上昇（800℃超）,ナノ精度加工の実現（公差±0.001mm）,2024-04-01T00:00:00Z
157,3,157,42,[職務カテゴリ: 安全管理・環境整備 / 分類コード: 品質-F-07] 対象工程 L3-7: 品質管理・レベル42対応,CNC研削盤（Studer S33）,超硬合金（WC-Co系、HRA 90以上）,微細形状加工での工具たわみ（径0.5mm以下）,微細形状の寸法精度±0.002mm確保,2024-04-03T00:00:00Z
158,11,158,20,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 品質-F-08] 対象工程 L1-8: 品質管理・レベル20対応,汎用フライス盤（Mori Seiki NH-4000）,SUS304ステンレス鋼（汎用）,表面粗さの悪化傾向,寸法公差±0.02mm以内、バリ発生抑制,2024-04-03T00:00:00Z
159,8,159,45,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-09] 対象工程 L3-9: 品質管理・レベル45対応,複合加工機（Mazak Integrex i-200）,炭素繊維強化プラスチック（CFRP、積層構造）,多軸同時加工での振動発生（固有振動数励起）,高硬度材加工での工具寿命確保（200個以上）,2024-04-03T00:00:00Z
160,13,160,12,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-10] 対象工程 L1-10: 品質管理・レベル12対応,NC旋盤（Mazak QT-200）,AISI 4340鋼材（標準グレード）,加工開始後の寸法ばらつき発生,Ra 3.2以下達成、外観品質向上,2024-04-05T00:00:00Z
161,2,161,75,[職務カテゴリ: 工具管理・最適化 / 分類コード: 品質-F-11] 対象工程 L4-11: 品質管理・レベル75対応,超精密加工機（Makino V33i）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,複雑形状での工具干渉リスク（5軸加工）,複雑5軸加工の無人化運転達成,2024-04-05T00:00:00Z
162,9,162,33,[職務カテゴリ: 多軸加工・複雑形状 / 分類コード: 品質-F-12] 対象工程 L2-12: 品質管理・レベル33対応,マシニングセンタ（DMG Mori NVX-5000）,Ti-6Al-4Vチタン合金（航空機用）,工具摩耗進行による寸法変動（500個加工後）,熱変位補正による精度安定化（±0.005mm）,2024-04-05T00:00:00Z
163,14,163,6,[職務カテゴリ: CAD/CAM・プログラミング / 分類コード: 品質-F-13] 対象工程 L1-13: 品質管理・レベル6対応,NC旋盤（Mazak QT-200）,AISI 4340鋼材（標準グレード）,加工開始後の寸法ばらつき発生,初品寸法公差内維持、不良率5%以下,2024-04-06T00:00:00Z
164,17,164,73,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-14] 対象工程 L4-14: 品質管理・レベル73対応,5軸複合加工機（DMG Mori NTX-2000）,単結晶ニッケル基超合金（CMSX-4、タービンブレード用）,複雑形状での工具干渉リスク（5軸加工）,ナノ精度加工の実現（公差±0.001mm）,2024-04-06T00:00:00Z
165,1,165,49,[職務カテゴリ: 生産効率・改善活動 / 分類コード: 品質-F-15] 対象工程 L3-15: 品質管理・レベル49対応,5軸マシニングセンタ（DMG Mori DMU-50）,炭素繊維強化プラスチック（CFRP、積層構造）,微細形状加工での工具たわみ（径0.5mm以下）,5軸加工での形状精度±0.005mm達成,2024-04-06T00:00:00Z
166,19,166,19,[職務カテゴリ: 材料選定・特性評価 / 分類コード: 品質-F-16] 対象工程 L1-16: 品質管理・レベル19対応,ボール盤（標準型）,SUS304ステンレス鋼（汎用）,新規ロット材導入（ロット番号変更）,Ra 3.2以下達成、外観品質向上,2024-04-07T00:00:00Z
