id,name,user_id,task_id,task_type,category,pattern,frequency,accuracy,impact_score,last_seen,created_at,updated_at
659,実践力型学習パターン_L19,13,659,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 19, ""coefficient"": ""実践力"", ""task_type"": ""material_analysis"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",72,1.0,1.0,2024-06-05T07:00:00Z,2024-06-04T00:00:00Z,2024-06-04T00:00:00Z
660,作業リズムパターン_効率100%,13,660,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 20, ""coefficient"": ""実践力"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",76,1.0,1.0,2024-06-07T19:00:00Z,2024-06-07T00:00:00Z,2024-06-07T00:00:00Z
661,作業リズムパターン_効率5%,14,661,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 1, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",14,0.63,0.513,2024-04-14T17:00:00Z,2024-04-13T00:00:00Z,2024-04-13T00:00:00Z
662,時間管理パターン_最適化L2,14,662,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 2, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",20,0.694,0.641,2024-04-16T14:00:00Z,2024-04-16T00:00:00Z,2024-04-16T00:00:00Z
663,作業リズムパターン_効率15%,14,663,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 3, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",20,0.658,0.626,2024-04-19T11:00:00Z,2024-04-19T00:00:00Z,2024-04-19T00:00:00Z
664,作業リズムパターン_効率20%,14,664,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 4, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",18,0.716,0.501,2024-04-22T01:00:00Z,2024-04-22T00:00:00Z,2024-04-22T00:00:00Z
665,分析力型学習パターン_L5,14,665,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 5, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",21,0.743,0.659,2024-04-25T01:00:00Z,2024-04-25T00:00:00Z,2024-04-25T00:00:00Z
666,エラー傾向パターン_頻度14,14,666,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 6, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",34,0.715,0.622,2024-04-29T21:00:00Z,2024-04-28T00:00:00Z,2024-04-28T00:00:00Z
667,時間管理パターン_最適化L7,14,667,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 7, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",41,0.822,0.753,2024-05-01T16:00:00Z,2024-05-01T00:00:00Z,2024-05-01T00:00:00Z
668,分析力型学習パターン_L8,14,668,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 8, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",42,0.757,0.694,2024-05-05T23:00:00Z,2024-05-04T00:00:00Z,2024-05-04T00:00:00Z
669,エラー傾向パターン_頻度11,14,669,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 9, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",40,0.785,0.786,2024-05-08T02:00:00Z,2024-05-07T00:00:00Z,2024-05-07T00:00:00Z
670,時間管理パターン_最適化L10,14,670,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 10, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",47,0.869,0.688,2024-05-11T01:00:00Z,2024-05-10T00:00:00Z,2024-05-10T00:00:00Z
671,時間管理パターン_最適化L11,14,671,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 11, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",38,0.883,0.763,2024-05-13T23:00:00Z,2024-05-13T00:00:00Z,2024-05-13T00:00:00Z
672,分析力型学習パターン_L12,14,672,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 12, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",51,0.91,0.701,2024-05-16T02:00:00Z,2024-05-16T00:00:00Z,2024-05-16T00:00:00Z
673,エラー傾向パターン_頻度7,14,673,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 13, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",52,0.894,0.837,2024-05-19T15:00:00Z,2024-05-19T00:00:00Z,2024-05-19T00:00:00Z
674,エラー傾向パターン_頻度6,14,674,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 14, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",47,0.903,0.947,2024-05-23T10:00:00Z,2024-05-22T00:00:00Z,2024-05-22T00:00:00Z
675,作業リズムパターン_効率75%,14,675,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 15, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",53,0.994,0.898,2024-05-26T13:00:00Z,2024-05-25T00:00:00Z,2024-05-25T00:00:00Z
676,エラー傾向パターン_頻度4,14,676,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 16, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",59,0.959,0.901,2024-05-28T23:00:00Z,2024-05-28T00:00:00Z,2024-05-28T00:00:00Z
677,エラー傾向パターン_頻度3,14,677,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 17, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",67,0.985,0.99,2024-05-31T23:00:00Z,2024-05-31T00:00:00Z,2024-05-31T00:00:00Z
678,作業リズムパターン_効率90%,14,678,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 18, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",64,1.0,0.902,2024-06-03T03:00:00Z,2024-06-03T00:00:00Z,2024-06-03T00:00:00Z
679,成功要因パターン_達成率95%,14,679,material_analysis,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 19, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",68,1.0,0.899,2024-06-06T18:00:00Z,2024-06-06T00:00:00Z,2024-06-06T00:00:00Z
680,分析力型学習パターン_L20,14,680,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 20, ""coefficient"": ""分析力"", ""task_type"": ""material_analysis"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",79,1.0,0.997,2024-06-09T14:00:00Z,2024-06-09T00:00:00Z,2024-06-09T00:00:00Z
681,成功要因パターン_達成率5%,15,681,material_analysis,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 1, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",9,0.649,0.557,2024-04-15T13:00:00Z,2024-04-15T00:00:00Z,2024-04-15T00:00:00Z
682,時間管理パターン_最適化L2,15,682,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 2, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",25,0.636,0.629,2024-04-19T06:00:00Z,2024-04-18T00:00:00Z,2024-04-18T00:00:00Z
683,エラー傾向パターン_頻度17,15,683,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 3, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",23,0.702,0.513,2024-04-22T03:00:00Z,2024-04-21T00:00:00Z,2024-04-21T00:00:00Z
684,創造力型学習パターン_L4,15,684,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 4, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",28,0.655,0.688,2024-04-24T15:00:00Z,2024-04-24T00:00:00Z,2024-04-24T00:00:00Z
685,作業リズムパターン_効率25%,15,685,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 5, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",32,0.742,0.598,2024-04-28T19:00:00Z,2024-04-27T00:00:00Z,2024-04-27T00:00:00Z
686,創造力型学習パターン_L6,15,686,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 6, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",27,0.756,0.636,2024-05-01T12:00:00Z,2024-04-30T00:00:00Z,2024-04-30T00:00:00Z
687,創造力型学習パターン_L7,15,687,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 7, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",41,0.789,0.657,2024-05-04T04:00:00Z,2024-05-03T00:00:00Z,2024-05-03T00:00:00Z
688,作業リズムパターン_効率40%,15,688,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 8, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",33,0.761,0.745,2024-05-06T10:00:00Z,2024-05-06T00:00:00Z,2024-05-06T00:00:00Z
689,成功要因パターン_達成率45%,15,689,material_analysis,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 9, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",33,0.776,0.736,2024-05-10T16:00:00Z,2024-05-09T00:00:00Z,2024-05-09T00:00:00Z
690,成功要因パターン_達成率50%,15,690,material_analysis,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 10, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",37,0.851,0.733,2024-05-12T16:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z
691,成功要因パターン_達成率55%,15,691,material_analysis,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 11, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",51,0.908,0.86,2024-05-15T21:00:00Z,2024-05-15T00:00:00Z,2024-05-15T00:00:00Z
692,エラー傾向パターン_頻度8,15,692,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 12, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",52,0.868,0.759,2024-05-18T10:00:00Z,2024-05-18T00:00:00Z,2024-05-18T00:00:00Z
693,時間管理パターン_最適化L13,15,693,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 13, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",52,0.96,0.838,2024-05-21T21:00:00Z,2024-05-21T00:00:00Z,2024-05-21T00:00:00Z
694,エラー傾向パターン_頻度6,15,694,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 14, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",52,0.99,0.837,2024-05-24T23:00:00Z,2024-05-24T00:00:00Z,2024-05-24T00:00:00Z
695,創造力型学習パターン_L15,15,695,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 15, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",65,0.972,0.902,2024-05-28T11:00:00Z,2024-05-27T00:00:00Z,2024-05-27T00:00:00Z
696,時間管理パターン_最適化L16,15,696,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 16, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",65,0.996,0.988,2024-05-30T10:00:00Z,2024-05-30T00:00:00Z,2024-05-30T00:00:00Z
697,創造力型学習パターン_L17,15,697,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 17, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",62,1.0,0.852,2024-06-03T02:00:00Z,2024-06-02T00:00:00Z,2024-06-02T00:00:00Z
698,エラー傾向パターン_頻度2,15,698,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 18, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",62,1.0,0.887,2024-06-05T15:00:00Z,2024-06-05T00:00:00Z,2024-06-05T00:00:00Z
699,時間管理パターン_最適化L19,15,699,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 19, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",77,1.0,0.925,2024-06-08T09:00:00Z,2024-06-08T00:00:00Z,2024-06-08T00:00:00Z
700,成功要因パターン_達成率100%,15,700,material_analysis,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 20, ""coefficient"": ""創造力"", ""task_type"": ""material_analysis"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",73,1.0,0.989,2024-06-12T03:00:00Z,2024-06-11T00:00:00Z,2024-06-11T00:00:00Z
701,作業リズムパターン_効率5%,16,701,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 1, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",15,0.584,0.607,2024-04-17T16:00:00Z,2024-04-17T00:00:00Z,2024-04-17T00:00:00Z
702,理解度型学習パターン_L2,16,702,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 2, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",23,0.693,0.632,2024-04-20T16:00:00Z,2024-04-20T00:00:00Z,2024-04-20T00:00:00Z
703,理解度型学習パターン_L3,16,703,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 3, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",24,0.638,0.656,2024-04-24T19:00:00Z,2024-04-23T00:00:00Z,2024-04-23T00:00:00Z
704,エラー傾向パターン_頻度16,16,704,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 4, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",19,0.652,0.6,2024-04-27T01:00:00Z,2024-04-26T00:00:00Z,2024-04-26T00:00:00Z
705,成功要因パターン_達成率25%,16,705,material_analysis,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 5, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",23,0.764,0.641,2024-04-29T09:00:00Z,2024-04-29T00:00:00Z,2024-04-29T00:00:00Z
706,理解度型学習パターン_L6,16,706,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 6, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",28,0.797,0.637,2024-05-02T15:00:00Z,2024-05-02T00:00:00Z,2024-05-02T00:00:00Z
707,エラー傾向パターン_頻度13,16,707,material_analysis,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 7, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",36,0.797,0.766,2024-05-06T04:00:00Z,2024-05-05T00:00:00Z,2024-05-05T00:00:00Z
708,理解度型学習パターン_L8,16,708,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 8, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",42,0.777,0.687,2024-05-09T13:00:00Z,2024-05-08T00:00:00Z,2024-05-08T00:00:00Z
709,成功要因パターン_達成率45%,16,709,material_analysis,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 9, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",34,0.786,0.747,2024-05-12T07:00:00Z,2024-05-11T00:00:00Z,2024-05-11T00:00:00Z
710,作業リズムパターン_効率50%,16,710,material_analysis,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 10, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",50,0.852,0.739,2024-05-15T06:00:00Z,2024-05-14T00:00:00Z,2024-05-14T00:00:00Z
711,時間管理パターン_最適化L11,16,711,material_analysis,time_management,"{""pattern_type"": ""time_management"", ""level"": 11, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",44,0.877,0.687,2024-05-17T01:00:00Z,2024-05-17T00:00:00Z,2024-05-17T00:00:00Z
712,理解度型学習パターン_L12,16,712,material_analysis,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 12, ""coefficient"": ""理解度"", ""task_type"": ""material_analysis"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",47,0.889,0.755,2024-05-20T15:00:00Z,2024-05-20T00:00:00Z,2024-05-20T00:00:00Z
