id,user_id,task_id,model_type,version,parameters,performance,status,trained_at,created_at,updated_at
1081,15,1081,adaptive_training,v1.1,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.001, ""epochs"": 167, ""batch_size"": 64, ""coefficient_focus"": ""創造力"", ""level_range"": ""1-6"", ""features"": 36, ""hidden_layers"": 2}","{""accuracy"": 0.7586, ""precision"": 0.7161, ""recall"": 0.7088, ""f1_score"": 0.7019, ""training_loss"": 0.0844, ""validation_loss"": 0.1331}",training,2024-05-26T07:00:00Z,2024-05-26T00:00:00Z,2024-05-26T00:00:00Z
1082,15,1082,adaptive_training,v1.2,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0067, ""epochs"": 128, ""batch_size"": 32, ""coefficient_focus"": ""創造力"", ""level_range"": ""1-7"", ""features"": 46, ""hidden_layers"": 3}","{""accuracy"": 0.707, ""precision"": 0.7394, ""recall"": 0.7074, ""f1_score"": 0.7186, ""training_loss"": 0.0822, ""validation_loss"": 0.1239}",training,2024-05-29T12:00:00Z,2024-05-29T00:00:00Z,2024-05-29T00:00:00Z
1083,15,1083,learning_path,v1.3,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0032, ""epochs"": 69, ""batch_size"": 32, ""coefficient_focus"": ""創造力"", ""level_range"": ""1-8"", ""features"": 24, ""hidden_layers"": 4}","{""accuracy"": 0.7852, ""precision"": 0.7485, ""recall"": 0.7272, ""f1_score"": 0.7755, ""training_loss"": 0.1621, ""validation_loss"": 0.2323}",training,2024-06-02T00:00:00Z,2024-06-01T00:00:00Z,2024-06-01T00:00:00Z
1084,15,1084,performance_forecast,v1.4,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0055, ""epochs"": 88, ""batch_size"": 32, ""coefficient_focus"": ""創造力"", ""level_range"": ""1-9"", ""features"": 48, ""hidden_layers"": 4}","{""accuracy"": 0.7732, ""precision"": 0.7842, ""recall"": 0.7866, ""f1_score"": 0.7578, ""training_loss"": 0.0664, ""validation_loss"": 0.1737}",training,2024-06-04T08:00:00Z,2024-06-04T00:00:00Z,2024-06-04T00:00:00Z
1085,15,1085,skill_prediction,v2.0,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0051, ""epochs"": 67, ""batch_size"": 16, ""coefficient_focus"": ""創造力"", ""level_range"": ""1-10"", ""features"": 40, ""hidden_layers"": 3}","{""accuracy"": 0.7966, ""precision"": 0.8265, ""recall"": 0.7868, ""f1_score"": 0.8114, ""training_loss"": 0.2962, ""validation_loss"": 0.1189}",ready,2024-06-07T21:00:00Z,2024-06-07T00:00:00Z,2024-06-07T00:00:00Z
1086,15,1086,adaptive_training,v2.1,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0064, ""epochs"": 103, ""batch_size"": 16, ""coefficient_focus"": ""創造力"", ""level_range"": ""1-11"", ""features"": 30, ""hidden_layers"": 5}","{""accuracy"": 0.8078, ""precision"": 0.8006, ""recall"": 0.8055, ""f1_score"": 0.8029, ""training_loss"": 0.0993, ""validation_loss"": 0.3081}",ready,2024-06-11T00:00:00Z,2024-06-10T00:00:00Z,2024-06-10T00:00:00Z
1087,15,1087,efficiency_optimization,v2.2,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0069, ""epochs"": 194, ""batch_size"": 64, ""coefficient_focus"": ""創造力"", ""level_range"": ""2-12"", ""features"": 45, ""hidden_layers"": 4}","{""accuracy"": 0.8711, ""precision"": 0.8439, ""recall"": 0.8453, ""f1_score"": 0.8647, ""training_loss"": 0.1158, ""validation_loss"": 0.1014}",ready,2024-06-13T12:00:00Z,2024-06-13T00:00:00Z,2024-06-13T00:00:00Z
1088,15,1088,adaptive_training,v2.3,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0092, ""epochs"": 73, ""batch_size"": 32, ""coefficient_focus"": ""創造力"", ""level_range"": ""3-13"", ""features"": 14, ""hidden_layers"": 5}","{""accuracy"": 0.8473, ""precision"": 0.8501, ""recall"": 0.8328, ""f1_score"": 0.8412, ""training_loss"": 0.0772, ""validation_loss"": 0.0948}",ready,2024-06-16T08:00:00Z,2024-06-16T00:00:00Z,2024-06-16T00:00:00Z
1089,15,1089,efficiency_optimization,v2.4,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0096, ""epochs"": 93, ""batch_size"": 32, ""coefficient_focus"": ""創造力"", ""level_range"": ""4-14"", ""features"": 23, ""hidden_layers"": 4}","{""accuracy"": 0.9199, ""precision"": 0.855, ""recall"": 0.9005, ""f1_score"": 0.8505, ""training_loss"": 0.2903, ""validation_loss"": 0.1809}",ready,2024-06-20T00:00:00Z,2024-06-19T00:00:00Z,2024-06-19T00:00:00Z
1090,15,1090,learning_path,v3.0,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0043, ""epochs"": 111, ""batch_size"": 32, ""coefficient_focus"": ""創造力"", ""level_range"": ""5-15"", ""features"": 34, ""hidden_layers"": 2}","{""accuracy"": 0.9245, ""precision"": 0.9083, ""recall"": 0.8912, ""f1_score"": 0.9069, ""training_loss"": 0.1385, ""validation_loss"": 0.2607}",ready,2024-06-22T16:00:00Z,2024-06-22T00:00:00Z,2024-06-22T00:00:00Z
1091,15,1091,adaptive_training,v3.1,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.009, ""epochs"": 88, ""batch_size"": 64, ""coefficient_focus"": ""創造力"", ""level_range"": ""6-16"", ""features"": 25, ""hidden_layers"": 5}","{""accuracy"": 0.8826, ""precision"": 0.9332, ""recall"": 0.8947, ""f1_score"": 0.9422, ""training_loss"": 0.073, ""validation_loss"": 0.0997}",ready,2024-06-25T07:00:00Z,2024-06-25T00:00:00Z,2024-06-25T00:00:00Z
1092,15,1092,performance_forecast,v3.2,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.005, ""epochs"": 106, ""batch_size"": 64, ""coefficient_focus"": ""創造力"", ""level_range"": ""7-17"", ""features"": 10, ""hidden_layers"": 3}","{""accuracy"": 0.9338, ""precision"": 0.9403, ""recall"": 0.97, ""f1_score"": 0.9569, ""training_loss"": 0.0647, ""validation_loss"": 0.242}",ready,2024-06-28T19:00:00Z,2024-06-28T00:00:00Z,2024-06-28T00:00:00Z
1093,15,1093,learning_path,v3.3,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0054, ""epochs"": 113, ""batch_size"": 16, ""coefficient_focus"": ""創造力"", ""level_range"": ""8-18"", ""features"": 38, ""hidden_layers"": 3}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.9563, ""f1_score"": 0.9383, ""training_loss"": 0.2074, ""validation_loss"": 0.1821}",ready,2024-07-01T21:00:00Z,2024-07-01T00:00:00Z,2024-07-01T00:00:00Z
1094,15,1094,adaptive_training,v3.4,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0084, ""epochs"": 111, ""batch_size"": 16, ""coefficient_focus"": ""創造力"", ""level_range"": ""9-19"", ""features"": 35, ""hidden_layers"": 4}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.9439, ""f1_score"": 0.9656, ""training_loss"": 0.279, ""validation_loss"": 0.3071}",ready,2024-07-04T21:00:00Z,2024-07-04T00:00:00Z,2024-07-04T00:00:00Z
1095,15,1095,efficiency_optimization,v4.0,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0087, ""epochs"": 128, ""batch_size"": 16, ""coefficient_focus"": ""創造力"", ""level_range"": ""10-20"", ""features"": 36, ""hidden_layers"": 3}","{""accuracy"": 0.9766, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.1683, ""validation_loss"": 0.1892}",ready,2024-07-08T00:00:00Z,2024-07-07T00:00:00Z,2024-07-07T00:00:00Z
1096,15,1096,learning_path,v4.1,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0095, ""epochs"": 147, ""batch_size"": 64, ""coefficient_focus"": ""創造力"", ""level_range"": ""11-20"", ""features"": 19, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2995, ""validation_loss"": 0.1503}",ready,2024-07-10T03:00:00Z,2024-07-10T00:00:00Z,2024-07-10T00:00:00Z
1097,15,1097,learning_path,v4.2,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0073, ""epochs"": 186, ""batch_size"": 64, ""coefficient_focus"": ""創造力"", ""level_range"": ""12-20"", ""features"": 14, ""hidden_layers"": 4}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2269, ""validation_loss"": 0.3131}",ready,2024-07-13T20:00:00Z,2024-07-13T00:00:00Z,2024-07-13T00:00:00Z
1098,15,1098,adaptive_training,v4.3,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0046, ""epochs"": 175, ""batch_size"": 16, ""coefficient_focus"": ""創造力"", ""level_range"": ""13-20"", ""features"": 46, ""hidden_layers"": 3}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.219, ""validation_loss"": 0.2985}",ready,2024-07-16T20:00:00Z,2024-07-16T00:00:00Z,2024-07-16T00:00:00Z
1099,15,1099,skill_prediction,v4.4,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0018, ""epochs"": 128, ""batch_size"": 16, ""coefficient_focus"": ""創造力"", ""level_range"": ""14-20"", ""features"": 44, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2203, ""validation_loss"": 0.1754}",ready,2024-07-19T19:00:00Z,2024-07-19T00:00:00Z,2024-07-19T00:00:00Z
1100,15,1100,learning_path,v5.0,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0022, ""epochs"": 176, ""batch_size"": 32, ""coefficient_focus"": ""創造力"", ""level_range"": ""15-20"", ""features"": 11, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.245, ""validation_loss"": 0.1867}",ready,2024-07-22T08:00:00Z,2024-07-22T00:00:00Z,2024-07-22T00:00:00Z
1101,16,1101,adaptive_training,v1.1,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0056, ""epochs"": 120, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""1-6"", ""features"": 44, ""hidden_layers"": 5}","{""accuracy"": 0.7444, ""precision"": 0.7327, ""recall"": 0.7001, ""f1_score"": 0.73, ""training_loss"": 0.1346, ""validation_loss"": 0.319}",training,2024-05-28T14:00:00Z,2024-05-28T00:00:00Z,2024-05-28T00:00:00Z
1102,16,1102,efficiency_optimization,v1.2,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0089, ""epochs"": 76, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""1-7"", ""features"": 15, ""hidden_layers"": 4}","{""accuracy"": 0.6965, ""precision"": 0.7145, ""recall"": 0.7662, ""f1_score"": 0.7233, ""training_loss"": 0.2681, ""validation_loss"": 0.1043}",training,2024-05-31T19:00:00Z,2024-05-31T00:00:00Z,2024-05-31T00:00:00Z
1103,16,1103,adaptive_training,v1.3,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0072, ""epochs"": 154, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""1-8"", ""features"": 33, ""hidden_layers"": 4}","{""accuracy"": 0.7254, ""precision"": 0.7635, ""recall"": 0.78, ""f1_score"": 0.737, ""training_loss"": 0.1591, ""validation_loss"": 0.2744}",training,2024-06-03T23:00:00Z,2024-06-03T00:00:00Z,2024-06-03T00:00:00Z
1104,16,1104,adaptive_training,v1.4,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.004, ""epochs"": 141, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""1-9"", ""features"": 20, ""hidden_layers"": 5}","{""accuracy"": 0.7625, ""precision"": 0.7788, ""recall"": 0.749, ""f1_score"": 0.7714, ""training_loss"": 0.2481, ""validation_loss"": 0.1533}",training,2024-06-06T17:00:00Z,2024-06-06T00:00:00Z,2024-06-06T00:00:00Z
1105,16,1105,performance_forecast,v2.0,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0089, ""epochs"": 51, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""1-10"", ""features"": 21, ""hidden_layers"": 2}","{""accuracy"": 0.7941, ""precision"": 0.8031, ""recall"": 0.7829, ""f1_score"": 0.7717, ""training_loss"": 0.2215, ""validation_loss"": 0.2622}",ready,2024-06-09T04:00:00Z,2024-06-09T00:00:00Z,2024-06-09T00:00:00Z
1106,16,1106,efficiency_optimization,v2.1,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0043, ""epochs"": 108, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""1-11"", ""features"": 44, ""hidden_layers"": 5}","{""accuracy"": 0.806, ""precision"": 0.8122, ""recall"": 0.8158, ""f1_score"": 0.8216, ""training_loss"": 0.1035, ""validation_loss"": 0.0972}",ready,2024-06-12T15:00:00Z,2024-06-12T00:00:00Z,2024-06-12T00:00:00Z
1107,16,1107,adaptive_training,v2.2,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0061, ""epochs"": 84, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""2-12"", ""features"": 49, ""hidden_layers"": 2}","{""accuracy"": 0.7994, ""precision"": 0.8404, ""recall"": 0.8582, ""f1_score"": 0.8448, ""training_loss"": 0.2165, ""validation_loss"": 0.1725}",ready,2024-06-15T16:00:00Z,2024-06-15T00:00:00Z,2024-06-15T00:00:00Z
1108,16,1108,performance_forecast,v2.3,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0016, ""epochs"": 97, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""3-13"", ""features"": 33, ""hidden_layers"": 2}","{""accuracy"": 0.8448, ""precision"": 0.8757, ""recall"": 0.841, ""f1_score"": 0.8885, ""training_loss"": 0.2609, ""validation_loss"": 0.1377}",ready,2024-06-18T12:00:00Z,2024-06-18T00:00:00Z,2024-06-18T00:00:00Z
1109,16,1109,learning_path,v2.4,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0065, ""epochs"": 197, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""4-14"", ""features"": 18, ""hidden_layers"": 3}","{""accuracy"": 0.9108, ""precision"": 0.8646, ""recall"": 0.8499, ""f1_score"": 0.8724, ""training_loss"": 0.1449, ""validation_loss"": 0.3224}",ready,2024-06-21T01:00:00Z,2024-06-21T00:00:00Z,2024-06-21T00:00:00Z
1110,16,1110,efficiency_optimization,v3.0,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0041, ""epochs"": 88, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""5-15"", ""features"": 31, ""hidden_layers"": 4}","{""accuracy"": 0.8853, ""precision"": 0.9299, ""recall"": 0.9075, ""f1_score"": 0.8975, ""training_loss"": 0.0506, ""validation_loss"": 0.1293}",ready,2024-06-24T10:00:00Z,2024-06-24T00:00:00Z,2024-06-24T00:00:00Z
1111,16,1111,performance_forecast,v3.1,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0012, ""epochs"": 140, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""6-16"", ""features"": 20, ""hidden_layers"": 3}","{""accuracy"": 0.9151, ""precision"": 0.9322, ""recall"": 0.9489, ""f1_score"": 0.9447, ""training_loss"": 0.0754, ""validation_loss"": 0.3416}",ready,2024-06-27T14:00:00Z,2024-06-27T00:00:00Z,2024-06-27T00:00:00Z
1112,16,1112,efficiency_optimization,v3.2,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0078, ""epochs"": 95, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""7-17"", ""features"": 27, ""hidden_layers"": 2}","{""accuracy"": 0.9033, ""precision"": 0.934, ""recall"": 0.9093, ""f1_score"": 0.9363, ""training_loss"": 0.2382, ""validation_loss"": 0.0989}",ready,2024-06-30T07:00:00Z,2024-06-30T00:00:00Z,2024-06-30T00:00:00Z
1113,16,1113,performance_forecast,v3.3,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0065, ""epochs"": 165, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""8-18"", ""features"": 42, ""hidden_layers"": 2}","{""accuracy"": 0.9632, ""precision"": 0.9537, ""recall"": 0.9487, ""f1_score"": 0.9477, ""training_loss"": 0.2276, ""validation_loss"": 0.1812}",ready,2024-07-03T21:00:00Z,2024-07-03T00:00:00Z,2024-07-03T00:00:00Z
1114,16,1114,efficiency_optimization,v3.4,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0079, ""epochs"": 198, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""9-19"", ""features"": 46, ""hidden_layers"": 4}","{""accuracy"": 0.98, ""precision"": 0.9542, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2907, ""validation_loss"": 0.0817}",ready,2024-07-06T02:00:00Z,2024-07-06T00:00:00Z,2024-07-06T00:00:00Z
1115,16,1115,efficiency_optimization,v4.0,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0039, ""epochs"": 107, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""10-20"", ""features"": 26, ""hidden_layers"": 5}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.1144, ""validation_loss"": 0.2672}",ready,2024-07-09T12:00:00Z,2024-07-09T00:00:00Z,2024-07-09T00:00:00Z
1116,16,1116,performance_forecast,v4.1,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0055, ""epochs"": 157, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""11-20"", ""features"": 21, ""hidden_layers"": 5}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2725, ""validation_loss"": 0.1348}",ready,2024-07-12T08:00:00Z,2024-07-12T00:00:00Z,2024-07-12T00:00:00Z
1117,16,1117,learning_path,v4.2,"{""model_type"": ""learning_path"", ""learning_rate"": 0.004, ""epochs"": 150, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""12-20"", ""features"": 25, ""hidden_layers"": 4}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.1296, ""validation_loss"": 0.3472}",ready,2024-07-15T10:00:00Z,2024-07-15T00:00:00Z,2024-07-15T00:00:00Z
1118,16,1118,skill_prediction,v4.3,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0052, ""epochs"": 156, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""13-20"", ""features"": 48, ""hidden_layers"": 5}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.187, ""validation_loss"": 0.3288}",ready,2024-07-18T11:00:00Z,2024-07-18T00:00:00Z,2024-07-18T00:00:00Z
1119,16,1119,performance_forecast,v4.4,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0087, ""epochs"": 112, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""14-20"", ""features"": 31, ""hidden_layers"": 3}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.117, ""validation_loss"": 0.2597}",ready,2024-07-21T12:00:00Z,2024-07-21T00:00:00Z,2024-07-21T00:00:00Z
1120,16,1120,adaptive_training,v5.0,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0014, ""epochs"": 148, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""15-20"", ""features"": 34, ""hidden_layers"": 4}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2887, ""validation_loss"": 0.1511}",ready,2024-07-24T19:00:00Z,2024-07-24T00:00:00Z,2024-07-24T00:00:00Z
1121,17,1121,skill_prediction,v1.1,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0048, ""epochs"": 176, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-6"", ""features"": 27, ""hidden_layers"": 3}","{""accuracy"": 0.7088, ""precision"": 0.7217, ""recall"": 0.6891, ""f1_score"": 0.7025, ""training_loss"": 0.2587, ""validation_loss"": 0.0955}",training,2024-05-30T06:00:00Z,2024-05-30T00:00:00Z,2024-05-30T00:00:00Z
1122,17,1122,learning_path,v1.2,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0097, ""epochs"": 91, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-7"", ""features"": 13, ""hidden_layers"": 2}","{""accuracy"": 0.7113, ""precision"": 0.7571, ""recall"": 0.7624, ""f1_score"": 0.7111, ""training_loss"": 0.0782, ""validation_loss"": 0.2419}",training,2024-06-02T03:00:00Z,2024-06-02T00:00:00Z,2024-06-02T00:00:00Z
1123,17,1123,performance_forecast,v1.3,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0017, ""epochs"": 107, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-8"", ""features"": 12, ""hidden_layers"": 5}","{""accuracy"": 0.7471, ""precision"": 0.7511, ""recall"": 0.7488, ""f1_score"": 0.7419, ""training_loss"": 0.1259, ""validation_loss"": 0.3296}",training,2024-06-05T16:00:00Z,2024-06-05T00:00:00Z,2024-06-05T00:00:00Z
1124,17,1124,performance_forecast,v1.4,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0011, ""epochs"": 82, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-9"", ""features"": 50, ""hidden_layers"": 4}","{""accuracy"": 0.8202, ""precision"": 0.7614, ""recall"": 0.7969, ""f1_score"": 0.7585, ""training_loss"": 0.1992, ""validation_loss"": 0.3185}",training,2024-06-08T19:00:00Z,2024-06-08T00:00:00Z,2024-06-08T00:00:00Z
1125,17,1125,skill_prediction,v2.0,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0067, ""epochs"": 182, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-10"", ""features"": 18, ""hidden_layers"": 3}","{""accuracy"": 0.7536, ""precision"": 0.8118, ""recall"": 0.8026, ""f1_score"": 0.7885, ""training_loss"": 0.1405, ""validation_loss"": 0.2726}",ready,2024-06-11T01:00:00Z,2024-06-11T00:00:00Z,2024-06-11T00:00:00Z
1126,17,1126,learning_path,v2.1,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0048, ""epochs"": 87, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-11"", ""features"": 23, ""hidden_layers"": 5}","{""accuracy"": 0.8431, ""precision"": 0.8414, ""recall"": 0.8583, ""f1_score"": 0.8186, ""training_loss"": 0.2123, ""validation_loss"": 0.2427}",ready,2024-06-14T23:00:00Z,2024-06-14T00:00:00Z,2024-06-14T00:00:00Z
1127,17,1127,skill_prediction,v2.2,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0027, ""epochs"": 186, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""2-12"", ""features"": 36, ""hidden_layers"": 5}","{""accuracy"": 0.849, ""precision"": 0.8274, ""recall"": 0.8083, ""f1_score"": 0.8339, ""training_loss"": 0.2761, ""validation_loss"": 0.1553}",ready,2024-06-17T03:00:00Z,2024-06-17T00:00:00Z,2024-06-17T00:00:00Z
1128,17,1128,efficiency_optimization,v2.3,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0055, ""epochs"": 124, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""3-13"", ""features"": 37, ""hidden_layers"": 4}","{""accuracy"": 0.8119, ""precision"": 0.8569, ""recall"": 0.8269, ""f1_score"": 0.8692, ""training_loss"": 0.272, ""validation_loss"": 0.2877}",ready,2024-06-20T23:00:00Z,2024-06-20T00:00:00Z,2024-06-20T00:00:00Z
1129,17,1129,adaptive_training,v2.4,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0054, ""epochs"": 160, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""4-14"", ""features"": 10, ""hidden_layers"": 5}","{""accuracy"": 0.8965, ""precision"": 0.8601, ""recall"": 0.8685, ""f1_score"": 0.8959, ""training_loss"": 0.1845, ""validation_loss"": 0.0899}",ready,2024-06-23T18:00:00Z,2024-06-23T00:00:00Z,2024-06-23T00:00:00Z
1130,17,1130,efficiency_optimization,v3.0,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0023, ""epochs"": 104, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""5-15"", ""features"": 39, ""hidden_layers"": 4}","{""accuracy"": 0.946, ""precision"": 0.8857, ""recall"": 0.8884, ""f1_score"": 0.9102, ""training_loss"": 0.2007, ""validation_loss"": 0.1621}",ready,2024-06-26T01:00:00Z,2024-06-26T00:00:00Z,2024-06-26T00:00:00Z
1131,17,1131,performance_forecast,v3.1,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0093, ""epochs"": 151, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""6-16"", ""features"": 42, ""hidden_layers"": 4}","{""accuracy"": 0.9647, ""precision"": 0.9275, ""recall"": 0.9282, ""f1_score"": 0.8965, ""training_loss"": 0.108, ""validation_loss"": 0.22}",ready,2024-06-29T03:00:00Z,2024-06-29T00:00:00Z,2024-06-29T00:00:00Z
1132,17,1132,performance_forecast,v3.2,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0075, ""epochs"": 185, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""7-17"", ""features"": 15, ""hidden_layers"": 5}","{""accuracy"": 0.9108, ""precision"": 0.9365, ""recall"": 0.9577, ""f1_score"": 0.9341, ""training_loss"": 0.2717, ""validation_loss"": 0.1154}",ready,2024-07-02T02:00:00Z,2024-07-02T00:00:00Z,2024-07-02T00:00:00Z
1133,17,1133,learning_path,v3.3,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0064, ""epochs"": 71, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""8-18"", ""features"": 42, ""hidden_layers"": 2}","{""accuracy"": 0.9653, ""precision"": 0.9369, ""recall"": 0.9309, ""f1_score"": 0.9587, ""training_loss"": 0.1417, ""validation_loss"": 0.0867}",ready,2024-07-05T07:00:00Z,2024-07-05T00:00:00Z,2024-07-05T00:00:00Z
1134,17,1134,performance_forecast,v3.4,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0022, ""epochs"": 86, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""9-19"", ""features"": 40, ""hidden_layers"": 3}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.9583, ""training_loss"": 0.2231, ""validation_loss"": 0.3199}",ready,2024-07-08T21:00:00Z,2024-07-08T00:00:00Z,2024-07-08T00:00:00Z
